"state","county","loaccgro","fasfoo","relprimilk","diab","obesrate","fitplace","povrate","medinc"
"MT","Stillwater",15.988899,0.645856,0.940068,7.8,21.8,0,9.1,60052
"MT","Sweet Grass",22.614591,1.909959,0.940068,9.9,24.3,0.272851,10.7,48361
"MT","Teton",31.706581,0.824538,0.940068,8.8,26.7,0.329815,12.4,47598
"MT","Toole",37.610045,2.135922,0.940068,8.6,26.5,0,17,43879
"MT","Treasure",100,1.445087,0.940068,9.9,25.6,0,11.8,49679
"MT","Valley",39.130952,1.17801,0.940068,9.8,29.2,0,12.1,46698
"MT","Wheatland",100,2.378687,0.940068,9.8,25.3,0,20.1,35665
"MT","Wibaux",100,0.892061,0.940068,9.2,26.6,0,10.1,49533
"MT","Yellowstone",25.644659,0.790316,0.940068,8.4,25.1,0.186335,10.4,57326
"NC","Alamance",22.921531,0.744583,1.062503,10.9,35.1,0.096282,18.9,41566
"NC","Alexander",6.530454,0.454643,1.062503,11.6,34,0.026744,15.5,41092
"NC","Alleghany",3.861072,1.286883,1.062503,12.8,27.1,0.18384,22.9,36113
"NC","Anson",6.556922,0.426936,1.062503,14.9,34.6,0,25.2,35307
"NC","Ashe",5.247664,0.81103,1.062503,11.5,29.1,0.036865,20.2,35238
"NC","Avery",0.653316,1.744219,1.082025,11.1,26,0.056265,19.7,37120
"NC","Beaufort",10.358891,0.735526,1.082025,13.4,33,0.147105,19.2,41725
"NC","Bertie",5.511439,0.149209,1.082025,14.2,35.5,0.049736,24.8,31967
"NC","Bladen",6.481551,0.432813,1.082025,14.5,38.2,0.028854,25.4,33882
"NC","Brunswick",15.545536,1.009795,1.082025,11,28,0.08415,14.3,48831
"NC","Buncombe",21.610247,1.177461,1.082025,9.5,23.5,0.135707,15.2,45094
"NC","Burke",29.573413,0.592271,1.062503,11.9,32.4,0.0447,16.7,42711
"NC","Cabarrus",22.997074,0.661104,1.062503,9.9,30,0.104111,10.8,57881
"NC","Caldwell",35.981722,0.503166,1.062503,14.2,32.7,0.049089,16.2,39636
"NC","Camden",4.397872,0.290388,1.062503,11.1,31,0,9.7,62000
"NC","Carteret",25.184752,1.467789,1.082025,10.3,25.8,0.11626,13.8,50837
"NC","Caswell",7.822722,0.216619,1.062503,13.2,36,0,20.1,40504
"NC","Catawba",21.467502,0.828297,1.062503,13.5,29.5,0.064711,15.1,41745
"NC","Chatham",4.845341,0.524033,1.062503,12.1,27.1,0.087339,11.6,58860
"NC","Cherokee",7.544747,0.810582,1.082025,13,30,0,18.3,38284
"NC","Chowan",23.135138,0.480373,1.062503,13.3,34.2,0,19.4,40794
"NC","Clay",3.236462,1.228617,0.856724,13.1,28.7,0,17.4,38980
"NC","Cleveland",16.689742,0.659277,1.062503,12.4,30.9,0.061807,19.8,40237
"NC","Columbus",4.385175,0.509192,1.082025,16,31.2,0,24,34478
"NC","Craven",28.033635,0.679361,1.082025,10.3,30.1,0.105253,15,47805
"NC","Cumberland",30.16608,0.64046,1.062503,12.1,32.3,0.055159,18.8,42380
"NC","Currituck",13.135212,1.561499,1.062503,10.6,28.9,0.080077,10.4,66426
"NC","Dare",30.587338,3.646308,1.062503,9.8,27.4,0.056974,10.3,53585
"NC","Davidson",16.557158,0.627773,1.062503,11,31.4,0.085328,14.1,46400
"NC","Davie",10.879029,0.724043,1.062503,10.9,29.1,0.072404,12.3,52525
"NC","Duplin",1.944166,0.417488,1.082025,13.8,32,0.016699,24.9,38397
"NC","Durham",25.875786,0.774299,1.062503,8.7,29.2,0.139238,17.1,53875
"NC","Edgecombe",12.977909,0.27306,1.082025,16.4,40.8,0.036408,27.8,32529
"NC","Forsyth",36.588331,0.744598,1.062503,11.2,31.4,0.134137,18.1,47346
"NC","Franklin",4.47787,0.318167,1.062503,14,31.2,0.063633,16,48009
"NC","Gaston",28.290863,0.573115,1.062503,13.7,33.3,0.085257,17.3,45031
"NC","Gates",0.039059,0.259359,1.062503,12.9,33.9,0,16.7,46387
"NC","Graham",2.838067,0.80981,1.082025,12,27.5,0,21,33827
"NC","Granville",16.286192,0.307692,1.062503,12.1,35.8,0.051282,16,50314
"NC","Guilford",20.233809,0.802548,1.062503,10.3,30.7,0.115208,15.7,48283
"NC","Halifax",16.528664,0.585237,1.062503,13.7,39,0.018879,27.9,31952
"NC","Harnett",8.757052,0.418423,1.062503,10.6,33.2,0.078948,17.7,48301
"NC","Haywood",21.589184,0.99208,1.082025,12.3,30,0.016815,17.6,43573
"NC","Henderson",21.717714,0.602794,1.082025,9.9,27.1,0.107963,13.1,47280
"NC","Hertford",10.130858,0.575942,1.062503,14.4,36.9,0.041139,26.9,34453
"NC","Hoke",21.119007,0.116254,1.062503,12.2,34.7,0.019376,19.9,42819
"NC","Hyde",89.962536,1.937984,1.082025,12,29.7,0,23,37074
"NC","Iredell",15.279671,0.80996,1.062503,10.4,29.1,0.119994,14.2,55848
"NC","Jackson",18.044086,0.927259,1.082025,11.6,31.4,0.097606,20.9,41537
"NC","Johnston",5.151845,0.485054,1.062503,13.9,35.5,0.104728,13,52681
"NC","Jones",0.003081,0.198491,1.082025,14.9,33.9,0,21.4,39688
"NC","Lee",14.767097,0.670443,1.062503,13.5,29.9,0.134089,17.1,44294
"NC","Lenoir",12.749222,0.581346,1.082025,15.6,37.2,0.10259,22.7,37085
"NC","Lincoln",14.264014,0.513598,1.062503,11.4,27.6,0.062634,13.4,49343
"NC","Macon",6.526401,1.446494,1.082025,11.7,27.4,0.059041,16.9,41395
"NC","Madison",12.20551,0.472657,1.082025,10.5,24.8,0.047266,20.9,37899
"NC","Martin",3.712026,0.554276,1.082025,15.9,38,0.042637,22.5,36543
"NC","McDowell",4.279722,0.44479,1.082025,14.2,30.9,0.044479,18.8,37430
"NC","Mecklenburg",18.268148,0.880954,1.062503,8.5,23.9,0.179746,14.3,57029
"NC","Montgomery",1.686769,0.438036,1.062503,12.5,30.7,0,19.9,39096
"NC","Moore",20.324225,1.031404,1.062503,10.6,27.4,0.032231,13.2,52139
"NC","Nash",14.418036,0.667677,1.062503,13.2,31.5,0.05299,18.1,43450
"NC","New Hanover",30.170692,1.10958,1.082025,8.4,24.9,0.106335,17.3,52456
"NC","Northampton",11.653096,0.39095,1.062503,16.2,38.5,0.048869,26.8,33301
"NC","Onslow",30.349705,0.565065,1.082025,7.8,29.7,0.06397,15.3,46144
"NC","Orange",19.055339,0.747757,1.062503,8,23.3,0.206523,14.3,61570
"NC","Pamlico",5.493146,0.849552,1.082025,15.1,31.5,0.077232,14.6,41004
"NC","Pasquotank",25.072475,0.955086,1.062503,14.4,35.4,0.050268,19.1,42171
"NC","Pender",6.670974,0.675556,1.082025,12.1,31.1,0.106667,14.8,49390
"NC","Perquimans",3.401147,0.445567,1.062503,13.5,32.6,0,17.6,42337
"NC","Person",10.259744,0.2811,1.062503,12.6,32.7,0.153327,16.3,43917
"NC","Pitt",9.231675,0.650113,1.082025,9.5,34.3,0.091244,25.9,41909
"NC","Polk",0.35317,0.93334,1.082025,13.1,27.3,0.098246,13.5,45672
"NC","Randolph",19.250415,0.567314,1.062503,13.7,32.2,0.098054,16.4,43216
"NC","Richmond",13.139415,0.568517,1.062503,11.2,37.9,0.065598,28.7,33017
"NC","Robeson",9.350314,0.415554,1.082025,15.7,39.6,0.066785,30.6,32128
"NC","Rockingham",20.872729,0.697958,1.062503,14.1,35.4,0.087245,18.4,40148
"NC","Rowan",24.680038,0.699704,1.062503,12.8,32.7,0.072134,17.3,44862
"NC","Rutherford",21.47447,0.705706,1.082025,13.9,28.7,0.06006,19.2,36998
"NC","Sampson",4.280386,0.421546,1.062503,13.7,36.7,0.078064,21.4,40660
"NC","Scotland",16.228426,0.562177,1.062503,13.7,36.4,0.056218,29,35447
"NC","Stanly",5.571893,0.742574,1.062503,12.1,30,0.181518,17.1,44878
"NC","Stokes",17.508348,0.51703,1.062503,12.7,33.8,0.086172,15.3,42889
"NC","Surry",7.737118,0.890801,1.062503,13.2,30.9,0.095932,18.2,38408
"NC","Swain",1.532198,1.190977,1.082025,14.9,33.3,0.070057,16.2,36103
"NC","Transylvania",7.154222,0.847329,1.082025,11.3,24.3,0.090785,15.4,45792
"NC","Tyrrell",11.111109,0.972053,1.062503,13.6,30.8,0,25,33759
"NC","Union",15.688158,0.439223,1.062503,9.5,26.5,0.100655,9.7,71690
"NC","Vance",9.8497,0.44829,1.062503,14,38.2,0.067243,24.6,32698
"NC","Wake",18.915917,0.784026,1.062503,8.2,24.8,0.146191,11.1,70629
"NC","Warren",7.288277,0.54372,1.062503,14.4,39.2,0.049429,27.3,34149
"NC","Washington",26.828986,0.71599,1.082025,14.7,32.8,0,23.4,35146
"NC","Watauga",6.692254,1.560122,1.062503,8.6,26.4,0.114155,25.3,41762
"NC","Wayne",18.308844,0.562448,1.062503,13.1,34.4,0.088385,18.4,41161
"NC","Wilkes",11.222379,0.595601,1.062503,10.8,26.7,0.058107,18.7,40647
"NC","Wilson",3.666003,0.552819,1.062503,12.4,36.8,0.061424,19.9,41276
"NC","Yadkin",1.899788,0.687976,1.062503,10.5,31,0.132303,16.3,41208
"NC","Yancey",1.065015,0.624503,1.082025,11.2,27,0.056773,19.3,36418
"ND","Adams",22.2856,1.677852,0.948594,10.5,31.9,0,10.1,48106
"ND","Barnes",28.031646,1.256281,0.948594,10.5,34.7,0.179469,12.4,51053
"ND","Benson",42.708761,0.731743,0.948594,11.7,31,0,27.9,39969
"ND","Billings",100,6.659267,0.948594,7.8,28.3,0,7.1,76913
"ND","Bottineau",45.721084,1.203008,0.948594,9.8,31,0,10.6,56645
"ND","Bowman",29.824636,1.84786,0.948594,9.1,30.3,0,7.6,62892
"ND","Burke",100,1.781737,0.948594,8.9,28.9,0,8.4,68477
"ND","Burleigh",21.942277,0.618764,0.948594,7.5,29.1,0.121543,9,66057
"ND","Cass",13.957354,0.652675,0.948594,7,29.1,0.143708,10.7,55946
"ND","Cavalier",36.426851,1.815824,0.948594,11.2,32.1,0,9.4,57200
"ND","Dickey",12.733904,0.970874,0.948594,11.2,33.4,0.194175,10.3,56325
"ND","Divide",33.25471,1.644737,0.948594,10.1,27.1,0.822368,8.6,62922
"ND","Dunn",53.006952,0.454649,0.948594,9.2,33.5,0,9.9,73135
"ND","Eddy",28.868088,0.420698,0.948594,11.8,31.5,0,11.3,47804
"ND","Emmons",44.572685,0.87668,0.948594,11.3,30.9,0,13.9,46952
"ND","Foster",18.032663,0.892326,0.948594,10.7,30.5,0.297442,8.4,53408
"ND","Golden Valley",100,0,0.948594,8.8,32.1,0,10.2,56948
"ND","Grand Forks",20.594387,0.65585,0.948594,7.3,30.1,0.085546,14.3,52022
"ND","Grant",52.325104,0.847099,0.948594,10.8,33.3,0,15.6,40879
"ND","Griggs",32.823089,1.724881,0.948594,10.2,26.9,0.43122,10,47222
"ND","Hettinger",99.979515,0.75188,0.948594,9.5,29.1,0,10.6,53403
"ND","Kidder",99.560089,1.650165,0.948594,8.9,30.1,0.412541,13.9,46800
"ND","LaMoure",37.202841,1.687154,0.948594,11.2,33.4,0,10.9,58638
"ND","Logan",41.94817,2.057613,0.948594,11.2,32.8,0,11.8,50047
"ND","McHenry",69.040239,0.668003,0.948594,8.3,31.7,0,11.1,56351
"ND","McIntosh",19.897862,1.785077,0.948594,10.6,32.8,0,12.5,48494
"ND","McKenzie",36.893492,0.909422,0.948594,9.5,32.8,0,8.4,82906
"ND","McLean",55.166331,1.044059,0.948594,10.4,33.4,0,10,62480
"ND","Mercer",18.612279,0.914704,0.948594,11.9,31.8,0.343014,7.2,75698
"ND","Morton",29.895813,0.43592,0.948594,7.9,33.3,0.134129,7.8,64260
"ND","Mountrail",13.119074,0.817829,0.948594,12.6,35.9,0.204457,11.2,65606
"ND","Nelson",100,0.985222,0.948594,12.2,31.7,0,11.6,48196
"ND","Oliver",84.290396,1.081081,0.948594,10.9,32.1,0.540541,10.2,65798
"ND","Pembina",46.203605,0.982043,0.948594,12.1,32.1,0,8.8,58683
"ND","Pierce",19.299144,0.908265,0.948594,10.4,34,0.227066,16.1,43419
"ND","Ramsey",16.60899,1.037703,0.948594,10.2,33.2,0.172951,12,51607
"ND","Ransom",16.285799,0.734484,0.948594,10.4,33.1,0,9.1,60122
"ND","Renville",58.985442,0.773096,0.948594,10.8,31.6,0,7.6,65651
"ND","Richland",40.22155,0.547712,0.948594,8.4,33.1,0.060857,10.2,56942
"ND","Rolette",9.343647,0.478927,0.948594,12.9,41.4,0.068418,25.5,37634
"ND","Sargent",21.905413,0.508776,0.948594,9.4,34.4,0,7.8,58626
"ND","Sheridan",81.572893,0.754148,0.948594,11.5,31.6,0,17.6,38234
"ND","Sioux",40.963138,0.226142,0.948594,13.3,33.7,0,40.4,32895
"ND","Slope",95.237806,2.614379,0.948594,9.3,26.9,0,9,56833
"ND","Stark",16.99073,0.856052,0.948594,8,29.6,0.1317,7.5,76844
"ND","Steele",87.75598,1.023018,0.948594,11.4,30.2,0,7.8,61352
"ND","Stutsman",32.953595,0.85191,0.948594,8.8,33,0.189313,11.4,54925
"ND","Towner",34.799866,2.164502,0.948594,11.2,30.1,0,10.4,51561
"ND","Traill",18.168971,0.247463,0.948594,8.5,32.8,0,9.5,54814
"ND","Walsh",18.437256,0.911577,0.948594,9.5,32.2,0.273473,10.8,51749
"ND","Ward",33.331841,0.67739,0.948594,7.8,30.8,0.086475,8.4,61170
"ND","Wells",37.856577,2.146947,0.948594,10.9,33.5,0,10.4,51857
"ND","Williams",21.265003,0.653595,0.948594,8.3,35.3,0.186741,7.8,89860
"NE","Adams",29.193104,0.635789,0.948594,10.8,33,0.190737,12.7,48579
"NE","Antelope",20.193469,1.094092,0.948594,10.6,27.6,0,12.2,48546
"NE","Arthur",100.000001,2.207506,0.948594,8.3,29.7,0,13.2,50753
"NE","Banner",98.539981,0,0.948594,13.1,33.5,0,11.9,54115
"NE","Blaine",100,1.984127,0.948594,9.1,29.1,0,16.6,44824
"NE","Boone",18.555518,0.560433,0.948594,9.4,31.6,0,9.2,54070
"NE","Box Butte",33.089496,1.322751,0.948594,11.8,33.9,0.088183,11.6,54652
"NE","Boyd",100,0.491884,0.948594,13.9,34.2,0,12.2,42539
"NE","Brown",10.083547,1.700102,0.948594,10.3,30.2,0,12.6,46856
"NE","Buffalo",19.650782,0.912409,0.948594,6.7,30.1,0.103683,13,55813
"NE","Burt",0.671959,1.2171,0.873642,10.3,31,0.304275,11.6,49792
"NE","Butler",15.941153,0.484907,0.873642,9,32,0.121227,8.1,55542
"NE","Cass",24.525323,0.587682,0.873642,8.9,35.4,0.039179,7.1,66519
"NE","Cedar",15.951051,0.696864,0.948594,8.8,28.3,0.116144,9.4,56092
"NE","Chase",29.420855,1.256913,0.948594,10.2,30.6,0,8.2,55319
"NE","Cherry",41.33348,1.214856,0.948594,8.3,26.2,0.173551,11.7,54564
"NE","Cheyenne",18.900999,1.281041,0.746075,7.6,31.5,0,9,57255
"NE","Clay",46.581634,0.950119,0.948594,9.5,32.9,0,10.2,51431
"NE","Colfax",26.860466,0.666413,0.873642,8.5,31.5,0,10.9,50744
"NE","Cuming",4.502747,1.218567,0.873642,8.8,29.7,0.110779,9.9,56995
"NE","Custer",51.443111,1.39821,0.948594,9.7,32,0,11.6,51014
"NE","Dakota",24.901993,0.527578,0.948594,9.2,35.8,0.095923,14.6,49093
"NE","Dawes",23.145756,1.54833,0.948594,9.5,27.3,0,17.8,44135
"NE","Dawson",32.719911,0.747012,0.948594,9.4,33.8,0.124502,12.6,47991
"NE","Deuel",26.817136,2.061856,0.948594,9.7,30.1,0,11.1,47641
"NE","Dixon",33.940215,0.518852,0.948594,10.2,31.5,0,9.3,52152
"NE","Dodge",30.943016,0.762029,0.873642,10,32.7,0.027215,11.6,48969
"NE","Douglas",11.162727,0.798904,0.873642,8.8,27.8,0.156467,14.5,58405
"NE","Dundy",33.262643,1.060445,0.948594,10.8,35.3,0,13.2,45745
"NE","Fillmore",19.640432,1.236531,0.948594,10.1,33.4,0,9.8,54086
"NE","Franklin",47.460875,0.975293,0.948594,10.6,36.7,0.325098,13.3,44911
"NE","Frontier",97.027779,0.369686,0.948594,9.7,35.5,0,12.6,50700
"NE","Furnas",21.797459,0.818331,0.948594,12.8,33.9,0,13.4,40032
"NE","Gage",30.183154,0.83091,0.873642,10.9,34.1,0.138485,10.2,50746
"NE","Garden",99.861065,1.569859,0.948594,9.9,32.6,0,14.8,42186
"NE","Garfield",9.98547,2.496256,0.948594,9.5,28.4,0,11.9,44643
"NE","Gosper",64.254953,0.507614,0.948594,9.9,34.4,0,9.1,56882
"NE","Grant",100,1.615509,0.948594,10.4,28.3,0,9.2,56646
"NE","Greeley",99.963183,1.208703,0.948594,9.6,32.4,0,12.2,44920
"NE","Hall",31.979906,0.829376,0.948594,8.7,33.9,0.113836,13.5,50093
"NE","Hamilton",10.941316,0.766284,0.948594,7.3,32.5,0.109469,7.3,65103
"NE","Harlan",6.073284,1.718213,0.948594,10.8,32.1,0,12,47844
"NE","Hayes",100,0,0.948594,9.9,33.2,0,14.7,50516
"NE","Hitchcock",94.997582,1.034126,0.948594,11.3,35.9,0,14.1,43054
"NE","Holt",25.428253,1.345766,0.948594,8.9,30.2,0.096126,11.9,50434
"NE","Hooker",15.915626,2.747253,0.948594,10.5,26.6,0,8.1,42989
"NE","Howard",18.045523,0.785916,0.948594,9.3,29.4,0,10.4,52464
"NE","Jefferson",23.604557,1.090661,0.948594,12.1,36.2,0,12.3,46812
"NE","Johnson",25.961471,1.157184,0.873642,9.2,30.3,0,13.2,47382
"NE","Kearney",11.333323,0.451535,0.948594,8.4,31.1,0,8.6,50645
"NE","Keith",21.956687,1.600788,0.948594,9.1,27.5,0,10.9,46888
"NE","Keya Paha",99.884106,0,0.948594,10.7,29.6,0,15.1,45886
"NE","Kimball",7.51327,0.538648,0.948594,10.5,31.4,0,12.7,45769
"NE","Knox",7.764302,1.178967,0.948594,10.4,31.6,0,13.7,45566
"NE","Lancaster",10.182828,0.669329,0.873642,7.6,26,0.135854,13.5,54422
"NE","Lincoln",21.017038,0.642189,0.948594,10.3,31.7,0.22337,12.3,53856
"NE","Logan",14.032252,0,0.948594,9.3,31.1,0,8.9,51098
"NE","Loup",80.123156,3.401361,0.948594,11.1,30.7,0,15.3,52862
"NE","Madison",24.758592,0.966623,0.873642,9.4,32.6,0.11372,13.8,51330
"NE","McPherson",100.000001,2.008032,0.948594,10.1,30.5,0,12.1,57175
"NE","Merrick",37.573961,0.772599,0.948594,11.1,32.6,0.128766,10.4,51219
"NE","Morrill",50.726896,0.822707,0.948594,9.2,30.2,0,13.5,49082
"NE","Nance",37.442409,1.120448,0.948594,11.4,29.8,0,13.2,46958
"NE","Nemaha",2.487159,0.97561,0.873642,10,35.5,0.139373,13.1,52034
"NE","Nuckolls",36.029185,0.686656,0.948594,9.4,33.5,0.457771,12.5,41956
"NE","Otoe",13.616097,0.633032,0.873642,11.5,33.9,0.189909,10.6,53015
"NE","Pawnee",18.147,0.740192,0.873642,10.3,29.8,0,13.2,43646
"NE","Perkins",29.54313,0.691802,0.948594,8.6,24.5,0.345901,10.1,58066
"NE","Phelps",15.720364,0.761946,0.948594,10,33.4,0.108849,10.4,55566
"NE","Pierce",66.242937,0.555401,0.948594,10.7,34.1,0,9.4,56744
"NE","Platte",27.419613,0.64287,0.873642,9.4,29.3,0.153064,8.3,58554
"NE","Polk",5.763661,0.569152,0.948594,9,29.5,0,7.9,61965
"NE","Red Willow",48.139885,0.368087,0.948594,8.4,31.9,0.184043,11.8,49308
"NE","Richardson",27.120333,1.230315,0.873642,9.8,36.7,0,13,44648
"NE","Rock",28.020304,2.079002,0.948594,11.3,30.3,0,14.2,51447
"NE","Saline",18.048054,0.701656,0.873642,8.5,33,0.070166,10,55850
"NE","Sarpy",20.768294,0.423943,0.873642,8.4,30.6,0.110341,5.8,73856
"NE","Saunders",17.715881,0.956069,0.873642,8.6,28.6,0,8.8,61025
"NE","Scotts Bluff",8.025011,0.987248,0.948594,10.5,33.9,0.164541,15.1,43428
"NE","Seward",9.539661,0.466472,0.873642,7.7,29.4,0.116618,7.5,62455
"NE","Sheridan",35.241894,1.140901,0.948594,11.3,30.2,0,14.3,47005
"NE","Sherman",83.430714,0.975927,0.948594,10.7,33.1,0,12.5,42643
"NE","Sioux",65.434193,0,0.948594,8.2,32.3,0,14,55606
"NE","Stanton",57.727652,0.494315,0.873642,9.5,34.3,0.164772,8.5,56423
"NE","Thayer",17.366632,1.912046,0.948594,10.2,30.2,0,10.2,48947
"NE","Thomas",99.940779,1.455604,0.948594,10,32.8,0,12.6,48754
"NE","Thurston",25.242199,0.286985,0.948594,16.8,41.8,0,25.6,42290
"NE","Valley",23.837154,0.475737,0.948594,11.6,32.3,0,12.2,49929
"NE","Washington",3.228795,0.789811,0.873642,8,31.5,0.049363,6.7,68435
"NE","Wayne",6.697375,0.848266,0.948594,6.6,29.6,0,12,54503
"NE","Webster",52.412163,0.273373,0.948594,10.2,32.9,0,12.9,40444
"NE","Wheeler",100,2.610966,0.948594,9.3,28.1,0,11.4,55106
"NE","York",20.164221,0.934109,0.948594,8.4,33.6,0,10.1,59500
"NH","Belknap",16.501224,1.409502,1.128062,10.6,31.3,0.182406,8.8,63377
"NH","Carroll",1.82394,2.236334,1.128062,10.1,25.2,0.147682,9.6,54351
"NH","Cheshire",14.12235,0.748867,1.084805,9,27.4,0.118242,9.9,60339
"NH","Coos",14.428227,1.263703,1.128062,12.3,30.5,0.157963,16.1,40286
"NH","Grafton",12.928653,1.449954,1.128062,8.8,25.3,0.234223,11.2,57827
"NH","Hillsborough",33.707634,0.873677,1.084805,9.1,28.5,0.153017,8,73474
"NH","Merrimack",19.855588,0.699866,1.084805,9.1,29.5,0.142691,8.3,68148
"NH","Rockingham",37.65223,1.014567,1.084805,9.1,26.1,0.229525,5.2,87103
"NH","Strafford",18.960622,0.764307,1.084805,10.5,29.1,0.095538,11.4,60931
"NH","Sullivan",13.961878,0.510405,1.128062,10.2,28.8,0.0464,11.2,53804
"NJ","Atlantic",29.201171,1.188188,1.147299,11.3,27.6,0.138077,14.1,53296
"NJ","Bergen",10.58447,1.000458,1.217211,8,21.5,0.200306,7.1,88512
"NJ","Burlington",37.22294,0.61816,1.147299,9.5,28,0.124521,7.7,74844
"NJ","Camden",21.417311,0.647701,1.147299,10.4,30.2,0.129149,13.1,63589
"NJ","Cape May",37.800738,3.251384,1.147299,11,27.9,0.199278,10.5,55632
"NJ","Cumberland",27.721925,0.501941,1.147299,11.6,34.5,0.101659,17.2,50259
"NJ","Essex",7.748552,0.687425,1.217211,10.7,28.7,0.121902,16.8,52206
"NJ","Gloucester",43.734976,0.546484,1.147299,11.3,30.3,0.151228,7.7,76780
"NJ","Hudson",0.554739,0.774157,1.217211,7.4,23.9,0.103121,17.7,60053
"NJ","Hunterdon",20.583974,1.102588,1.217211,7,22.3,0.198307,5,102797
"NJ","Mercer",26.759556,0.726711,1.147299,9.6,24.6,0.113044,11.2,72172
"NJ","Middlesex",24.146905,0.677989,1.217211,9.8,25,0.113596,8.5,78249
"NJ","Monmouth",32.310461,1.090136,1.217211,8.9,23.2,0.208175,7.5,86722
"NJ","Morris",34.449768,0.95252,1.217211,7.9,21,0.236129,5.3,101754
"NJ","Ocean",43.069682,0.736823,1.217211,11.2,28.1,0.104042,10.9,63478
"NJ","Passaic",13.23745,0.752669,1.217211,8.3,25.7,0.094329,17.3,55723
"NJ","Salem",14.594507,0.479023,1.147299,11.7,33.9,0.185428,11.9,63988
"NJ","Somerset",34.947751,0.859975,1.217211,8.4,22.6,0.219504,5.5,99059
"NJ","Sussex",37.711289,0.786701,1.217211,8.6,26.2,0.165621,5.6,84431
"NJ","Union",9.321959,0.797556,1.217211,7.8,24.7,0.170001,10.6,70581
"NJ","Warren",27.459379,0.841774,1.147299,9.2,28.8,0.112237,7.7,71672
"NM","Bernalillo",19.523218,0.626156,0.940068,7.4,21.5,0.087336,19,47870
"NM","Catron",100.000001,0.56243,0.940068,10.2,20.3,0,23.4,36570
"NM","Chaves",24.977242,0.592003,0.940068,9.2,29.2,0.091077,21.1,39265
"NM","Cibola",36.67907,0.32908,0.940068,13.4,31.2,0.036564,29.2,35580
"NM","Colfax",56.994936,1.419558,0.940068,9.2,22,0,19.7,37269
"NM","Curry",38.554776,0.490494,0.940068,7.9,30.5,0.117719,21.7,41879
"NM","De Baca",17.116749,1.643836,0.940068,9.8,22.9,0,20.2,33427
"NM","Doña Ana",39.603131,0.505438,0.940068,7.4,23.6,0.06084,25.7,39421
"NM","Eddy",36.336337,0.620622,0.940068,9.7,31.2,0.070928,12.3,60407
"NM","Grant",34.490226,0.859225,0.940068,9.7,21.8,0.034369,20.5,39792
"NM","Guadalupe",38.234326,1.342883,0.940068,8.4,27.3,0,23.9,31710
"NM","Harding",95.076918,1.464129,0.940068,10.3,22.9,0,14.3,39561
"NM","Hidalgo",36.392711,0.877193,0.940068,9,22.9,0,25.2,34336
"NM","Lea",16.12383,0.542865,0.940068,8,33.8,0.042858,14.3,54686
"NM","Lincoln",34.70315,1.573125,0.940068,7.9,19.9,0.202984,17.8,40297
"NM","Los Alamos",42.589079,0.508992,0.940068,7,19.9,0.452438,4,107126
"NM","Luna",25.58038,0.891663,0.940068,10.6,24.3,0.08106,30.9,27151
"NM","McKinley",60.442079,0.458852,0.940068,13.6,35.1,0.013496,34.1,29040
"NM","Mora",24.587905,0,0.940068,11.3,22.6,0,23.9,31816
"NM","Otero",33.205215,0.460957,0.940068,9.5,25.1,0.092191,23,38381
"NM","Quay",17.353233,0.823433,0.940068,9.6,32,0.117633,23,29047
"NM","Rio Arriba",49.817237,0.427383,0.940068,8.8,24.5,0.02514,24.2,37319
"NM","Roosevelt",29.77573,0.460688,0.940068,9.4,26.9,0.051188,20.4,38053
"NM","San Juan",35.85948,0.444319,0.940068,10,31.7,0.048471,18.8,49173
"NM","San Miguel",49.668062,0.672828,0.940068,8.8,22.6,0,28.7,32303
"NM","Sandoval",35.794093,0.305215,0.940068,8,23.8,0.058136,11.2,62833
"NM","Santa Fe",29.404804,1.02589,0.940068,4.7,13.7,0.121487,13.1,55247
"NM","Sierra",44.712135,1.236203,0.940068,10.1,21,0,28.7,29432
"NM","Socorro",37.93356,0.808781,0.940068,10.4,26.3,0,23.5,33673
"NM","Taos",39.148369,1.632209,0.940068,7.7,17.4,0.120904,19.9,37092
"NM","Torrance",39.735921,0.448402,0.940068,9.9,26.1,0,26.2,35950
"NM","Union",26.813426,0.930882,0.940068,9.5,27,0,17.1,36715
"NM","Valencia",52.549215,0.422069,0.940068,9,26.6,0.092328,19.8,42395
"NV","Carson City",20.080769,0.990426,0.940068,8.2,24.6,0.128389,16.4,47015
"NV","Churchill",26.064681,0.500229,0.940068,9.5,25.5,0.208429,13.1,54134
"NV","Clark",10.566534,0.61797,0.940068,9.2,27.8,0.069576,15.4,51624
"NV","Douglas",45.892652,1.051834,0.940068,8,21.4,0.12622,9.4,63620
"NV","Elko",27.809928,0.549596,0.721986,8.1,30.3,0.075806,9.9,76518
"NV","Esmeralda",97.190294,1.216545,0.940068,10.6,25.5,0,14.7,49057
"NV","Eureka",100,0.49554,0.940068,8.6,27.2,0,9.5,65459
"NV","Humboldt",30.426532,1.041727,0.940068,6.8,25.7,0.173621,9.4,68060
"NV","Lander",15.434496,0.998502,0.940068,7.8,30.4,0,10.8,76713
"NV","Lincoln",78.09054,0.385802,0.940068,9.5,25.9,0,14.3,51788
"NV","Lyon",24.255874,0.44411,0.940068,9.3,29.8,0.077236,13.8,51934
"NV","Mineral",84.425849,0.444444,0.940068,11.2,28,0,18,42164
"NV","Nye",42.292564,0.449364,0.940068,12.5,31.5,0.094603,17.5,43819
