"state","county","loaccgro","fasfoo","relprimilk","diab","obesrate","fitplace","povrate","medinc","males","totpop","area"
"AL","Lee",26.265009,0.706622,1.136671,9.5,29,0.051862,21,46442,69126,140247,607.54
"AL","Limestone",11.281947,0.429577,0.970305,12.6,32.9,0.066089,14.3,55060,41910,82782,559.94
"AL","Lowndes",22.478665,0.189036,0.970305,23.5,45.1,0.094518,35.2,31117,5289,11299,715.91
"AL","Macon",37.529271,0.10296,0.970305,18.4,44.7,0,32.2,29522,9826,21452,608.89
"AL","Madison",26.445974,0.645163,0.970305,11.5,32.3,0.139881,13.3,59117,164320,334811,801.59
"AL","Marengo",24.373451,0.447539,1.136671,20.2,40.3,0.049726,23.3,35389,9913,21027,976.88
"AL","Marion",6.269274,0.660698,0.970305,18.7,35.5,0.06607,19.8,34977,15293,30776,742.29
"AL","Marshall",11.271674,0.634008,0.970305,12.8,33.2,0.042267,20.1,40599,45843,93019,565.84
"AL","Mobile",25.126066,0.522737,1.01769,15.6,37.1,0.072268,18.4,42530,198374,412992,1229.44
"AL","Monroe",24.760017,0.455643,1.136671,17.8,35.3,0.045564,28.6,35163,11109,23068,1025.68
"AL","Montgomery",28.854111,0.623372,0.970305,13.5,34.8,0.084001,22.8,42666,109167,229363,784.25
"AL","Morgan",12.983747,0.560168,0.970305,12.6,31.6,0.075246,16.4,47234,58886,119490,579.34
"AL","Perry",8.323572,0.610625,0.970305,21.7,43,0,40,26218,4980,10591,719.66
"AL","Pickens",2.679726,0.294623,1.136671,16.4,36.4,0.049104,24.3,33160,9428,19746,881.41
"AL","Pike",13.786125,0.6589,0.970305,13.5,38.4,0.0599,25.9,34442,15700,32899,672.09
"AL","Randolph",14.728012,0.310573,0.856724,14.9,30.9,0,18.7,37333,11104,22913,580.55
"AL","Russell",11.758656,0.352302,1.136671,12.9,36.4,0.050329,23,36124,25287,52947,641.14
"AL","Shelby",24.154762,0.638746,0.970305,8.7,30.1,0.130653,8.5,70879,95557,195085,784.93
"AL","St. Clair",5.457203,0.507515,0.970305,12.8,33,0.023069,12.4,53558,41904,83593,631.9
"AL","Sumter",16.744354,0.455719,1.136671,20.1,40.3,0.075953,33.2,25931,6261,13763,903.89
"AL","Talladega",13.413845,0.454981,0.970305,15.3,39,0,22.4,37911,40077,82291,736.78
"AL","Tallapoosa",8.373536,0.412972,0.970305,13.7,36.9,0.024293,21.7,39051,20190,41616,716.52
"AL","Tuscaloosa",17.9083,0.543984,0.970305,12.3,34.3,0.08407,20,47868,94400,194656,1321.76
"AL","Walker",11.725318,0.519314,0.970305,16.7,33.2,0.061096,20.6,37305,32668,67023,791.19
"AL","Washington",8.411905,0.356422,1.136671,17.8,40.2,0,22.4,42658,8656,17581,1080.21
"AL","Wilcox",42.820296,0.450532,0.970305,19.3,44.9,0,33.2,23014,5518,11670,888.5
"AL","Winston",5.959127,0.621118,0.970305,13.2,30.2,0.041408,18.9,36497,12021,24484,612.98
"AR","Arkansas",37.771243,0.645369,1.053402,12.9,33.8,0.053781,20.7,41179,9220,19019,988.77
"AR","Ashley",21.204916,0.286424,1.095938,14.5,42.1,0,19.6,39871,10598,21853,925.35
"AR","Baxter",11.124299,0.758744,1.095938,16,32.3,0.097902,16.4,36902,20023,41513,554.28
"AR","Benton",15.608013,0.631394,1.095938,9.6,30.1,0.103169,10.8,60294,109124,221339,847.36
"AR","Boone",22.794311,0.672115,1.095938,12.4,33.9,0.053769,16.5,40909,18066,36903,590.23
"AR","Bradley",10.775186,0.538213,1.053402,13.1,39,0.089702,28,37331,5587,11508,649.23
"AR","Calhoun",65.080625,0.576701,1.053402,13.7,34.2,0,16.7,40526,2719,5368,628.58
"AR","Carroll",7.080344,1.838235,1.095938,13,35.8,0.036044,16.6,37587,13531,27446,630.09
"AR","Chicot",60.302717,0.178891,1.053402,15.2,43.1,0,31.4,29968,5793,11800,644.3
"AR","Clark",40.979516,0.487243,1.053402,11.6,34.3,0.08859,22.5,37856,10972,22995,866.07
"AR","Clay",10.23272,0.529171,0.970305,11.1,33.7,0.066146,20.8,35324,7871,16083,639.47
"AR","Cleburne",9.017299,0.936257,1.053402,13.5,31.8,0.039011,15.6,43913,12777,25970,553.69
"AR","Cleveland",21.163389,0.118357,1.053402,13,35.7,0,18.1,44123,4287,8689,597.78
"AR","Columbia",17.256724,0.334266,1.095938,12.9,36.4,0.083567,23.8,38057,11715,24552,766.05
"AR","Conway",16.703968,0.569179,1.053402,13.7,39.7,0.047432,17.8,43702,10533,21273,552.25
"AR","Craighead",16.54366,0.682807,0.970305,13.1,36.4,0.078035,17.3,42460,47077,96443,707.21
"AR","Crawford",16.924479,0.486247,1.053402,11.4,35.1,0.081041,14.4,46545,30571,61948,593.09
"AR","Crittenden",12.724217,0.403649,0.970305,15.8,38.8,0.040365,25.9,37371,24166,50902,609.76
"AR","Cross",13.335718,0.406339,0.970305,13.6,37.9,0.058048,21.5,39132,8621,17870,616.38
"AR","Dallas",41.323983,0.773694,1.053402,14.4,36.2,0,21.3,33352,3974,8116,667.39
"AR","Desha",35.0513,0.896934,1.053402,15.1,39.6,0,30.9,30987,6103,13008,768.15
"AR","Drew",21.554132,0.698099,1.053402,13.6,34.3,0,21.2,39339,8985,18509,828.36
"AR","Faulkner",16.698206,0.579624,1.053402,11.2,33.2,0.041402,14.8,51157,55623,113237,647.88
"AR","Franklin",6.51125,0.730132,1.053402,13.8,37.1,0,18.2,41933,8977,18125,608.86
"AR","Fulton",19.137777,0.329897,1.095938,15.6,32.9,0.082474,19.4,34717,5999,12245,618.19
"AR","Garland",28.241265,1.027517,1.053402,14.5,32.3,0.051376,19.3,37723,46614,96024,677.78
"AR","Grant",11.869872,0.496032,1.053402,11.1,38.3,0.055115,13.2,47652,8869,17853,631.81
"AR","Greene",22.857355,0.503502,0.970305,12.9,31.2,0.091546,17.1,43996,20642,42090,577.7
"AR","Hempstead",29.109783,0.582255,1.095938,13.5,40.3,0.044789,24.1,34560,10905,22609,727.52
"AR","Hot Spring",15.690953,0.269719,1.053402,12.2,34.7,0.029969,20.8,39851,16813,32923,615.2
"AR","Howard",41.168218,0.592593,1.095938,13.4,35.7,0.074074,18.7,33199,6656,13789,588.55
"AR","Independence",15.180713,0.730539,1.053402,13.1,37.2,0.027057,18,38241,17960,36647,763.95
"AR","Izard",1.10122,0.519057,1.053402,15.5,33.9,0,19.8,35355,7054,13696,580.58
"AR","Jackson",17.268795,0.456256,1.053402,12.9,37.2,0.057032,27.5,32571,8930,17997,633.94
"AR","Jefferson",18.830479,0.442619,1.053402,15.4,40.7,0.013832,26.5,36990,38067,77435,870.75
"AR","Johnson",5.88389,0.422996,1.053402,12.5,36.4,0.038454,21.8,35877,12659,25540,659.8
"AR","Lafayette",21.137195,0.140627,1.095938,15.3,36.3,0,22.7,33864,3693,7645,528.27
"AR","Lawrence",29.990272,0.649696,0.970305,13.2,31.8,0,23.7,34808,8468,17415,587.61
"AR","Lee",45.302452,0.10142,0.970305,13.1,35.7,0,35.9,28481,5806,10424,602.62
"AR","Lincoln",33.212731,0.429492,1.053402,12.3,37.5,0.071582,25.1,40216,8501,14134,561.52
"AR","Little River",14.538669,0.239387,1.095938,12.9,32.7,0,19.9,39265,6403,13171,532.25
"AR","Logan",9.260254,0.409873,1.053402,13.8,37.5,0,20.5,37924,11198,22353,708.13
"AR","Lonoke",17.959637,0.433221,1.053402,13.1,35.8,0.02795,11.9,56240,33629,68356,770.73
"AR","Madison",24.263527,0.698856,1.095938,11.8,34,0,18.8,41007,7881,15717,834.26
"AR","Marion",13.543366,0.672084,1.095938,12.2,31.7,0,18.8,34946,8287,16653,597.01
"AR","Miller",33.428914,0.506586,1.095938,12.3,35.9,0.046053,22.3,39005,21401,43462,625.58
"AR","Mississippi",12.613939,0.542557,0.970305,15.9,39.8,0.045213,26.3,34888,22498,46480,900.57
"AR","Monroe",12.519912,0.659457,1.053402,17.2,37.5,0,30.9,30801,3895,8149,607.12
"AR","Montgomery",22.22866,0.660647,1.053402,14.3,33.8,0,21.8,37813,4730,9487,779.88
"AR","Nevada",29.253,0.229279,1.053402,13.9,36,0,24,35914,4409,8997,617.84
"AR","Newton",43.854441,0.632591,1.095938,12.8,34.2,0,24.2,33679,4206,8330,820.9
"AR","Ouachita",25.868573,0.362494,1.053402,14.8,34.8,0.120831,22.8,37987,12379,26120,732.78
"AR","Perry",14.272346,0.390434,1.053402,12.2,37.5,0,16.8,43020,5183,10445,551.4
"AR","Phillips",50.377336,0.451581,0.970305,16.7,45.5,0.050176,37.3,28224,10130,21757,695.66
"AR","Pike",23.05732,0.725689,1.053402,12.4,37.8,0,18.5,36266,5599,11291,600.62
"AR","Poinsett",34.024031,0.536171,0.970305,13.8,38.4,0,23.9,32756,11937,24583,758.39
"AR","Polk",38.426038,0.939431,1.053402,13.9,36.7,0.049444,24.4,34723,10163,20662,857.68
"AR","Pope",13.593735,0.537966,1.053402,11.2,32.1,0.142403,20.8,41074,30610,61754,812.55
"AR","Prairie",37.028842,0.481696,1.053402,14.3,36.3,0,19.6,39518,4314,8715,647.96
"AR","Pulaski",26.607392,0.883622,1.053402,12,31.7,0.109498,19.4,46473,183938,382748,759.76
"AR","Randolph",32.070091,0.56912,0.970305,12.7,35.3,0.170736,17.6,34730,8810,17969,652.19
"AR","Saline",22.324258,0.337023,1.053402,11.8,32.5,0.103699,10.7,56926,52899,107118,723.6
"AR","Scott",17.295982,0.467596,1.053402,11.4,32.5,0,20.8,36028,5663,11233,892.32
"AR","Searcy",33.643838,0.378358,1.053402,13.4,35,0,22.2,30427,4085,8195,666.1
"AR","Sebastian",10.274246,0.788793,1.053402,12.9,36.9,0.110431,22.1,41452,61633,125744,531.91
"AR","Sevier",23.459168,0.631241,1.095938,12.2,36.7,0.057385,20.8,41848,8464,17058,565.13
"AR","Sharp",22.465225,1.00556,0.970305,15.2,37.3,0.059151,24.6,32095,8532,17264,604.44
"AR","St. Francis",27.108205,0.446113,0.970305,16.4,42.5,0,30.7,31625,15393,28258,634.77
"AR","Stone",25.1405,0.640307,1.053402,12.7,32.6,0,21.5,32023,6128,12394,606.41
"AR","Union",26.282671,0.69605,1.095938,13.5,39.4,0.049718,19.7,42195,20259,41639,1039.21
"AR","Van Buren",10.262684,0.712124,1.053402,12.9,35.6,0.059344,19,38306,8622,17295,708.14
"AR","Washington",14.549072,0.874126,1.053402,9.1,30.6,0.113229,16.9,46418,101486,203065,941.97
"AR","White",12.263143,0.585301,1.053402,10.1,36.3,0.127239,19.7,42508,37802,77076,1035.08
"AR","Woodruff",5.258681,0.289436,1.053402,14.7,35.8,0.144718,25.8,31013,3452,7260,586.79
"AR","Yell",12.873576,0.22778,1.053402,12.9,37.1,0,17.8,37415,11070,22185,929.98
"AZ","Apache",70.537227,0.250599,0.746075,14.4,35.2,0,38,31072,35678,71518,11197.52
"AZ","Cochise",42.040518,0.753248,0.746075,10.3,26,0.062771,16.9,43451,66977,131346,6165.69
"AZ","Coconino",30.825209,1.176624,0.746075,7.6,23.2,0.065368,19.5,51955,66666,134421,18618.89
"AZ","Gila",32.559782,1.035411,0.746075,11.2,27.5,0.018826,21.3,41346,26633,53597,4757.93
"AZ","Graham",37.330636,0.316147,0.746075,10.3,32.5,0.026346,22.9,44169,19977,37220,4622.6
"AZ","Greenlee",69.877431,0.748984,0.746075,10.7,34.7,0,10.1,58854,4398,8437,1843.13
"AZ","La Paz",43.178592,1.482873,0.746075,14.8,32,0,22.2,34835,10550,20489,4499.63
"AZ","Maricopa",13.392714,0.583286,0.746075,9,25.4,0.078538,16.3,56017,1888465,3817117,9200.14
"AZ","Mohave",44.129748,0.63434,0.746075,12.8,29.6,0.068843,17.4,40360,100078,200186,13311.08
"AZ","Navajo",38.540448,0.721547,0.746075,13.1,30.9,0.018501,28.1,37658,53777,107449,9950.42
"AZ","Pima",22.288073,0.648073,0.746075,8.8,24.2,0.116474,18.7,47107,481437,980263,9187.04
"AZ","Pinal",21.492363,0.2712,0.746075,12.3,31.6,0.022393,15.8,50888,197165,375770,5365.61
"AZ","Santa Cruz",26.536109,0.856623,0.746075,8,23,0.042831,24.4,34893,22559,47420,1236.92
"AZ","Yavapai",32.505312,0.93674,0.746075,10.5,25.3,0.114237,15.1,47220,103458,211033,8123.5
"AZ","Yuma",20.319961,0.378849,0.746075,12.6,30.5,0.039361,21.1,40426,98005,195751,5513.99
"CA","Alameda",7.148677,0.965907,1.122215,8.5,20,0.091873,11.5,81462,740573,1510271,739.02
"CA","Alpine",48.950008,0.896057,1.032918,10.3,23.4,0,19,50882,606,1175,738.33
"CA","Amador",14.013427,1.088672,1.032918,10.2,25.5,0.108867,13.1,55879,20749,38091,594.58
"CA","Butte",21.181065,0.624328,0.996443,10.2,25.9,0.080271,21.4,45369,108931,220000,1636.46
"CA","Calaveras",10.044894,0.85156,1.032918,10,23.5,0.089638,13,52471,22822,45578,1020.01
"CA","Colusa",8.268282,0.700313,1.032918,9.6,25.4,0.046687,13.2,51118,11012,21419,1150.73
"CA","Contra Costa",19.101011,0.676661,1.122215,9.4,25,0.114277,10.2,83036,511526,1049025,715.94
"CA","Del Norte",32.038236,0.771718,0.996443,8.4,25.5,0,23.3,38963,15907,28610,1006.37
"CA","El Dorado",29.109709,0.950368,1.032918,7.5,20.6,0.109238,9.1,75575,90571,181058,1707.88
"CA","Fresno",9.187423,0.529,0.996443,9.4,26.6,0.050726,25.2,46608,464811,930450,5957.99
"CA","Glenn",9.024179,0.536577,0.996443,8.4,26.7,0,18.5,43584,14191,28122,1313.95
"CA","Humboldt",15.672567,0.993999,0.996443,8.8,25.5,0.14094,20.9,40739,67595,134623,3567.99
"CA","Imperial",17.542182,0.435533,0.996443,8.3,26.3,0.067005,24.3,39925,89646,174528,4176.6
"CA","Inyo",41.128281,1.629549,0.996443,9.4,23.3,0.054318,12.4,51697,9354,18546,10180.88
"CA","Kern",14.541769,0.500807,0.996443,9.3,30.3,0.048023,21.9,51150,433108,839631,8131.92
"CA","Kings",19.268507,0.299463,0.996443,7.5,26.4,0.046583,22.4,46440,86344,152982,1389.42
"CA","Lake",18.738465,0.654369,1.122215,10.1,26.2,0.062321,20.5,37993,32469,64665,1256.46
"CA","Lassen",49.067221,0.472456,0.996443,7.6,23.9,0.125988,17.1,54670,22416,34895,4541.18
"CA","Los Angeles",6.341282,0.773078,1.019708,9.1,21.4,0.083525,16.7,59045,4839654,9818605,4057.88
"CA","Madera",20.86425,0.342936,0.996443,7.9,26.5,0.045293,22.6,46593,72682,150865,2137.07
"CA","Marin",11.960182,1.204219,1.122215,7.9,18.9,0.253116,7.5,99868,124072,252409,520.31
"CA","Mariposa",17.499407,0.735211,0.996443,10.7,24.4,0.113109,15.2,44595,9269,18251,1448.82
"CA","Mendocino",17.366149,1.263244,1.122215,8.4,22.4,0.159328,20.3,43237,43983,87841,3506.34
"CA","Merced",15.667935,0.345406,0.996443,9.2,29.5,0.060071,25.9,42879,128737,255793,1934.97
"CA","Modoc",26.540262,0.886623,0.996443,10.4,23.2,0,20.3,38402,4878,9686,3917.77
"CA","Mono",49.766962,2.643424,1.032918,7.4,22.8,0.142888,11.2,53992,7548,14202,3048.98
"CA","Monterey",12.323159,0.867057,0.996443,7.6,22.3,0.05564,15.3,60047,213431,415057,3280.6
"CA","Napa",10.140218,1.009409,1.122215,8.4,23.7,0.17647,10.1,72683,68159,136484,748.36
"CA","Nevada",27.033977,0.930298,1.032918,7.7,21.1,0.182015,12.4,57627,48835,98764,957.77
"CA","Orange",6.510167,0.858047,1.019708,8,19.7,0.113177,12.7,78002,1488780,3010232,790.57
"CA","Placer",15.560766,0.823258,1.032918,9,21.7,0.14259,8.6,76203,170151,348432,1407.01
"CA","Plumas",8.10956,2.042352,1.032918,9.8,23,0.161238,13.8,46813,10003,20007,2553.04
"CA","Riverside",19.996394,0.505738,1.019708,9,26,0.065256,16.2,57895,1089576,2189641,7206.48
"CA","Sacramento",13.652828,0.653835,1.032918,8.4,27.4,0.087043,16.9,58735,694793,1418788,964.64
"CA","San Benito",17.66935,0.583521,0.996443,7.6,23.3,0.034325,9.3,76521,27629,55269,1388.71
"CA","San Bernardino",21.282984,0.4795,1.019708,9.2,27.9,0.053015,18.9,53526,1011507,2035210,20056.94
"CA","San Diego",13.704943,0.757485,1.032918,7.7,19.1,0.109394,13.9,67053,1553679,3095313,4206.63
"CA","San Francisco",0.555577,2.220609,1.122215,7.9,16.1,0.156017,12.4,90527,408462,805235,46.87
"CA","San Joaquin",12.64943,0.498884,1.032918,10.3,28.3,0.058692,17.5,53341,341230,685306,1391.32
"CA","San Luis Obispo",15.678895,1.171694,0.996443,8.5,24.5,0.13616,14.4,61761,137999,269637,3298.57
"CA","San Mateo",9.671995,1.026917,1.122215,8.3,21.1,0.145008,8.4,101133,353168,718451,448.41
"CA","Santa Barbara",13.587697,0.896366,0.996443,7.1,18.2,0.122541,15.6,63049,212786,423895,2735.09
"CA","Santa Clara",7.460992,0.869838,1.122215,8.4,19.5,0.127731,8.3,102191,893851,1781642,1290.1
"CA","Santa Cruz",14.048826,0.974967,0.996443,7,20.2,0.139807,15.4,64841,130913,262382,445.17
"CA","Shasta",23.289943,0.667393,0.996443,9.4,26.5,0.088986,19,45943,87130,177223,3775.4
"CA","Sierra",88.366566,0.999001,1.032918,9.6,22.5,0,13.8,47535,1646,3240,953.21
"CA","Siskiyou",19.798924,1.07729,0.996443,8.6,23.2,0.114605,22.6,37447,22395,44900,6277.89
"CA","Solano",17.500834,0.556675,1.122215,9.8,30.1,0.095099,12,67202,206195,413344,821.77
"CA","Sonoma",15.436481,1.023402,1.122215,7.9,20.9,0.125926,11,66463,237902,483878,1575.85
"CA","Stanislaus",11.744433,0.541356,1.032918,9.7,32.6,0.078948,19.5,51949,254489,514453,1494.83
"CA","Sutter",33.309963,0.459065,1.032918,8.6,28.7,0.104333,17.5,50810,47001,94737,602.41
"CA","Tehama",20.081412,0.539109,0.996443,11.2,27.2,0.015856,22.5,40292,31610,63463,2949.71
"CA","Trinity",17.338235,0.911162,0.996443,10.1,25.1,0.07593,19.7,37669,7113,13786,3179.25
"CA","Tulare",13.496858,0.449587,0.996443,8,32.6,0.024007,27.2,42637,221442,442179,4824.22
"CA","Tuolumne",29.094427,0.984563,1.032918,10.1,20.2,0.092883,14.5,53136,29245,55365,2220.88
"CA","Ventura",15.889027,0.697253,0.996443,7.6,20.3,0.108724,9.9,79285,408969,823318,1843.13
"CA","Yolo",6.162068,0.712944,1.032918,6.9,22.7,0.081892,17.5,58766,97935,200849,1014.69
"CA","Yuba",20.780845,0.310954,1.032918,7.6,24.8,0.02704,21.6,46500,36352,72155,631.84
"CO","Adams",15.148383,0.46805,0.746075,7.2,26.3,0.062407,12.8,62991,222142,441603,1167.65
"CO","Alamosa",5.925453,0.927242,0.940068,6.7,23,0.185448,24,40067,7745,15445,722.64
"CO","Arapahoe",12.147082,0.753045,0.746075,6.3,21.4,0.12443,9.2,67062,280345,572003,798.1
"CO","Archuleta",29.79892,2.041816,0.940068,5.9,16.5,0.081673,13.1,50361,6103,12084,1350.18
"CO","Baca",25.21712,0.274348,0.940068,7.6,19.4,0,20.8,35405,1877,3788,2554.97
"CO","Bent",25.862611,0.35524,0.940068,7,26.5,0,36.7,36630,4270,6499,1512.86
"CO","Boulder",14.647696,1.101065,0.746075,4.1,13.4,0.201064,12.3,72392,147916,294567,726.29
"CO","Broomfield",29.785003,0.756381,0.746075,5.5,17.6,0.128746,4.9,86548,27729,55889,33.03
"CO","Chaffee",10.010793,2.232751,0.746075,6.4,20.5,0.217829,11.7,50947,9453,17809,1013.4
"CO","Cheyenne",33.859055,1.068947,0.940068,6.5,23.7,0,11.7,50620,910,1836,1778.28
"CO","Clear Creek",13.893138,2.176989,0.746075,7.9,18.1,0.108849,9.6,67262,4735,9088,395.23
"CO","Conejos",5.617444,0.362976,0.940068,6,24.5,0,20.2,37102,4093,8256,1287.39
"CO","Costilla",99.943451,1.121076,0.940068,8.3,21.9,0,28.2,27944,1822,3524,1226.95
"CO","Crowley",7.890863,0.186567,0.940068,6,21.6,0,44.3,35405,4199,5823,787.42
"CO","Custer",25.885721,2.063747,0.940068,6.8,20.5,0,15.1,43995,2195,4255,738.63
"CO","Delta",8.440083,1.171744,0.940068,7.6,20.4,0.033478,15.8,42586,15590,30952,1142.05
"CO","Denver",9.21032,1.23369,0.746075,6,16.4,0.15214,15.7,57886,300089,600158,153
"CO","Dolores",100,2.527806,0.940068,7.5,19.8,0,14.9,44829,1063,2064,1067.05
"CO","Douglas",19.155186,0.60069,0.746075,5.3,17,0.123952,3.4,109926,141253,285465,840.25
"CO","Eagle",15.437566,2.4187,0.746075,3.3,11.8,0.207857,7.6,75191,27820,52197,1684.53
"CO","El Paso",27.058268,0.593804,0.746075,7,22.3,0.102484,11,60050,310162,622263,2126.8
"CO","Elbert",25.92968,0.537301,0.746075,5.2,19.6,0,5.9,90270,11553,23086,1850.85
"CO","Fremont",34.528961,0.77416,0.940068,8.1,22.8,0.086018,17.2,41967,27032,46824,1533.07
"CO","Garfield",15.310161,1.444458,0.940068,4.7,20,0.069612,10.3,64487,29107,56389,2947.56
"CO","Gilpin",0,0.341822,0.746075,6.3,19.7,0,8,67389,2883,5441,149.9
"CO","Grand",2.842613,3.643613,0.746075,5.6,17.4,0.206242,8.3,59885,7929,14843,1846.33
"CO","Gunnison",12.000079,3.116057,0.940068,4.6,14.8,0.127186,12.5,47619,8306,15324,3239.1
"CO","Hinsdale",11.775975,7.633588,0.940068,6.6,20.5,0,10.9,58613,443,843,1117.25
"CO","Huerfano",36.653517,1.083256,0.940068,7.6,20.1,0.154751,23.2,33098,3332,6711,1591
"CO","Jackson",27.420019,1.432665,0.940068,6.6,21.4,0,13.9,46905,736,1394,1613.72
"CO","Jefferson",22.75838,0.814678,0.746075,5.4,18.3,0.137869,7.9,71209,265317,534543,764.21
"CO","Kiowa",100,1.426534,0.940068,7.7,19.5,0,13.9,42108,687,1398,1767.77
"CO","Kit Carson",11.1372,0.867195,0.940068,7.3,27.6,0,12.2,44090,4638,8270,2160.82
"CO","La Plata",14.312578,1.259516,0.940068,4.8,16.3,0.166701,9.4,60732,26138,51334,1692.08
"CO","Lake",19.915272,1.35925,0.746075,5.4,17.5,0.135925,15.7,45913,3913,7310,376.91
"CO","Larimer",18.899331,0.873128,0.746075,5.2,18.7,0.129581,12.2,64935,148637,299630,2596
"CO","Las Animas",39.86443,0.853971,0.940068,7.7,21,0.284657,19.3,38858,7948,15507,4772.67
"CO","Lincoln",22.801384,1.451906,0.746075,7.6,23.8,0,19.4,43188,3163,5467,2577.63
"CO","Logan",19.541695,0.665956,0.746075,7,25.4,0.088794,15.5,46306,12924,22709,1838.55
"CO","Mesa",31.456789,0.661023,0.940068,7.2,23.5,0.074196,14.1,51449,72866,146723,3328.97
"CO","Mineral",12.796658,7.163324,0.940068,6.8,18.1,0,9.4,50481,362,712,875.67
"CO","Moffat",23.416014,1.160272,0.746075,6.3,25.8,0.077351,11.7,59173,7047,13795,4743.29
"CO","Montezuma",16.432907,1.435667,0.940068,6.5,21.7,0,19.3,42975,12605,25535,2029.53
"CO","Montrose",20.511668,0.758447,0.940068,8.1,19.7,0.12233,17.7,46860,20310,41276,2240.7
"CO","Morgan",11.982313,0.882519,0.746075,7.4,26.9,0.105902,12.1,49087,13898,28159,1280.43
"CO","Otero",29.620602,0.919515,0.940068,6.8,26.9,0,20.6,34970,9221,18831,1261.96
"CO","Ouray",6.164992,3.888529,0.940068,6.7,18.6,0,9.4,60402,2224,4436,541.59
"CO","Park",53.863198,0.917712,0.746075,6.7,20.5,0,9.2,63319,8504,16206,2193.85
"CO","Phillips",4.713433,1.833601,0.940068,7.8,22.8,0.2292,11.1,48562,2172,4442,687.93
"CO","Pitkin",9.146742,4.368546,0.940068,5.1,14.9,0.397141,7,76663,9095,17148,970.7
"CO","Prowers",23.881932,0.498587,0.940068,8.4,26.1,0.166196,19.6,41348,6203,12551,1638.4
"CO","Pueblo",36.875794,0.796911,0.746075,9.1,25.9,0.080309,19.8,40540,78201,159063,2386.1
"CO","Rio Blanco",8.584267,1.341882,0.940068,6,22.6,0,9.7,61426,3432,6666,3220.93
"CO","Rio Grande",12.187454,1.033859,0.940068,6.9,23.2,0.086155,17.2,40259,5957,11982,911.96
"CO","Routt",22.349424,2.891263,0.746075,4.1,14.3,0.251414,8.9,70989,12497,23509,2362.03
"CO","Saguache",20.226927,0.645578,0.940068,7,19.7,0,29.6,34209,3121,6108,3168.53
"CO","San Juan",99.24281,13.888889,0.940068,6.7,19.3,0,15.6,43489,392,699,387.49
"CO","San Miguel",9.766183,3.826531,0.940068,5,16.7,0.127551,11,62793,3996,7359,1286.61
"CO","Sedgwick",18.56662,1.703578,0.940068,8,22.1,0,13.6,40325,1174,2379,548.04
"CO","Summit",18.485408,4.013059,0.746075,4.1,13.1,0,8.7,69633,15378,27994,608.36
"CO","Teller",12.863822,0.897858,0.746075,6.9,20.3,0.128265,8.8,66191,11885,23350,557.06
"CO","Washington",51.620869,0.41841,0.746075,6.5,23.2,0,11.4,47592,2458,4814,2518.03
"CO","Weld",14.673685,0.551014,0.746075,6.4,26,0.079231,11.3,69434,126487,252825,3987.24
"CO","Yuma",22.90698,1.27426,0.940068,6.1,24.8,0,14.1,48934,4980,10043,2364.41
"CT","Fairfield",29.314963,1.022806,1.217211,7.6,21.4,0.224235,9,86297,445601,916829,624.89
"CT","Hartford",28.991605,0.873066,1.163639,9.6,26.8,0.143655,11.1,69260,432013,894014,735.1
"CT","Litchfield",18.247623,1.070311,1.163639,6.7,23.9,0.102707,7.4,70847,93338,189927,920.56
"CT","Middlesex",31.460337,1.067035,1.163639,8.4,24.1,0.133379,6.7,82878,80908,165676,369.3
"CT","New Haven",28.749418,0.882411,1.163639,9,26.5,0.116107,13.6,61758,415090,862477,604.51
"CT","New London",36.134181,1.004838,1.163639,9.2,27.6,0.105965,11.1,65602,136803,274055,664.88
"CT","Tolland",34.931152,0.627614,1.163639,7.2,24.8,0.105703,7.1,81616,77163,152691,410.21
"CT","Windham",15.881736,0.700867,1.084805,10.1,29.6,0.094019,10.9,61303,58698,118428,512.91
"DC","District of Columbia",2.108658,1.223264,1.16363,8.1,22.4,0.133557,17.7,73115,78035,162310,586.18
"DE","Kent",15.75592,0.505852,1.147299,12.8,32.8,0.09303,14.2,55678,260671,538479,426.29
"DE","New Castle",22.686807,0.710954,1.147299,9,27.7,0.159196,12.1,66179,96233,197145,936.08
"DE","Sussex",14.024768,1.380135,1.16363,13.2,31,0.142282,12.3,54309,119786,247336,875.02
"FL","Alachua",15.227937,0.752789,1.114266,8.3,25.6,0.128715,21.1,47023,14160,27115,585.23
"FL","Baker",33.127099,0.479829,1.114266,13,35.8,0.11073,16.8,50883,83656,168852,758.46
"FL","Bay",33.347831,1.067129,1.082025,11.2,29.9,0.100567,16.5,47745,16010,28520,293.96
"FL","Bradford",5.53886,0.411954,1.114266,14.4,35.9,0.03745,21.3,40879,266242,543376,1015.66
"FL","Brevard",40.248706,0.861937,1.114266,11.7,25.6,0.080807,13.4,50352,846571,1748066,1209.79
"FL","Broward",9.066691,0.790163,1.216942,9.5,24.4,0.097901,14,53624,7955,14625,567.33
"FL","Calhoun",18.023092,0.550509,1.082025,15.5,39.4,0,22.2,36062,77762,159978,680.28
"FL","Charlotte",41.814169,0.74789,1.216942,14.1,25.7,0.077163,12.4,45495,68359,141236,581.7
"FL","Citrus",31.072985,0.609857,1.216942,14.6,26.3,0.057398,17.5,39982,93491,190865,604.36
"FL","Clay",24.350373,0.500506,1.114266,12,29.7,0.090091,11.6,59244,158494,321520,1998.32
"FL","Collier",28.177639,1.1612,1.216942,8.6,19.5,0.094616,13.6,62385,34951,67531,797.57
