"state","county","loaccgro","fasfoo","relprimilk","diab","obesrate","fitplace","povrate","medinc","males","totpop","area"
"OK","Grady",13.075004,0.501356,1.053402,12,34.8,0.092844,13.1,53208,26000,52431,1100.5
"OK","Grant",65.340237,0.666519,1.053402,13,36.4,0,11.4,50729,2249,4527,1000.87
"OK","Greer",8.829673,0.812876,1.095938,12.9,32.7,0,23.7,36495,3538,6239,639.32
"OK","Harmon",8.287626,0.357398,1.095938,14,36.8,0,23.6,33144,1403,2922,537.19
"OK","Harper",51.646697,0.786988,1.053402,12.4,35,0,9.8,52635,1827,3685,1039.02
"OK","Haskell",37.945883,0.465261,1.053402,18,38.5,0,18.1,36888,6346,12769,576.52
"OK","Hughes",26.886713,0.289729,1.053402,15.6,32.3,0.072432,20.1,37676,7539,14003,804.65
"OK","Jackson",24.080303,0.76929,1.095938,12.8,34.1,0.115393,17.2,44723,13183,26446,802.65
"OK","Jefferson",23.298944,0.79466,1.095938,13.7,36,0,19.9,36227,3221,6472,758.83
"OK","Johnston",36.188711,0.180131,1.053402,13.7,39.2,0,21.4,38980,5397,10957,642.94
"OK","Kay",30.291509,0.725626,1.053402,12.7,29.7,0.021989,18.7,43373,22960,46562,919.73
"OK","Kingfisher",12.056589,0.901365,1.053402,12.2,32.1,0,10.6,59462,7434,15034,898.16
"OK","Kiowa",49.36618,0.642674,1.095938,13.6,30.8,0,21.1,37721,4680,9446,1015.23
"OK","Latimer",25.551216,0.187038,1.053402,15,32.6,0,19.4,38313,5649,11154,722.08
"OK","Le Flore",15.395825,0.381825,1.053402,14.2,39.1,0.060288,19.3,38261,25296,50384,1589.21
"OK","Lincoln",7.390826,0.722147,1.053402,14.4,38.8,0.057772,14.7,46976,16972,34273,952.31
"OK","Logan",21.57019,0.530082,1.053402,12.1,31.4,0.044173,13.1,57892,20720,41848,743.83
"OK","Love",20.280646,1.330195,1.01769,15,33.5,0,12.4,45223,4630,9423,514
"OK","Major",18.056776,0.516129,1.053402,11.6,31.6,0.129032,10.8,55020,3697,7527,954.99
"OK","Marshall",24.528952,0.617971,1.01769,13.4,36.1,0,17.1,41312,7937,15840,371.08
"OK","Mayes",10.535563,0.808506,1.053402,13.8,34.7,0.0245,18.5,46373,20572,41259,655.39
"OK","McClain",9.638274,0.589607,1.053402,11.1,31.5,0.053601,10.7,56700,17126,34506,570.7
"OK","McCurtain",16.616345,0.453858,1.095938,14,35.3,0.030257,25.3,31723,16245,33151,1850.01
"OK","McIntosh",11.86454,0.597372,1.053402,13.8,37.9,0,21.3,35775,10012,20252,618.5
"OK","Murray",4.086047,0.652032,1.053402,13.4,39.7,0.072448,14.4,45560,6718,13488,416.46
"OK","Muskogee",14.209787,0.585999,1.053402,13.3,37.4,0.028585,21.1,40340,34695,70990,810.45
"OK","Noble",28.568467,0.609013,1.053402,13.2,32.8,0,11.8,51977,5708,11561,731.9
"OK","Nowata",21.087675,0.475105,1.053402,15.1,36.4,0,16.4,43341,5210,10536,565.78
"OK","Okfuskee",19.984133,0.492368,1.053402,13.4,31,0,23.9,37289,6524,12191,618.57
"OK","Oklahoma",20.918628,0.790901,1.053402,10.2,31.2,0.087443,16.2,49750,351376,718633,708.82
"OK","Okmulgee",22.577531,0.409259,1.053402,12.5,38,0.051157,22.5,39825,19854,40069,697.35
"OK","Osage",31.367927,0.291782,1.053402,12.4,34.5,0.083366,16.3,46093,23889,47472,2246.36
"OK","Ottawa",15.442125,0.56066,1.095938,15.6,37.1,0.031148,23,36166,15537,31848,470.82
"OK","Pawnee",1.450792,0.487775,1.053402,13.4,33.9,0,16,45184,8251,16577,567.96
"OK","Payne",21.577334,0.573109,1.053402,7.1,28.9,0.024918,22.7,41747,39184,77350,684.7
"OK","Pittsburg",41.575394,0.649845,1.053402,13.1,32.4,0.044817,17,43257,23270,45837,1305.46
"OK","Pontotoc",21.944059,0.631496,1.053402,11.9,35.6,0.078937,15.4,44798,18192,37492,720.44
"OK","Pottawatomie",13.610222,0.417763,1.053402,14.1,34.2,0.097478,17,43587,33292,69442,787.67
"OK","Pushmataha",43.623991,0.629213,1.053402,16.8,30.3,0,21.1,34910,5721,11572,1395.84
"OK","Roger Mills",54.867684,0.531773,1.053402,12.5,32.8,0,10.8,57063,1812,3647,1141.14
"OK","Rogers",20.213367,0.44536,1.053402,10.7,32.7,0.033402,10,63263,43053,86905,675.63
"OK","Seminole",7.511361,0.432713,1.053402,14.4,36.4,0,20.7,39102,12435,25482,632.84
"OK","Sequoyah",11.208768,0.483582,1.053402,13.5,32.5,0.024179,24.4,36718,21005,42391,673.27
"OK","Stephens",15.039526,0.606837,1.095938,13.5,34,0.067426,15.6,47949,21961,45048,870.24
"OK","Texas",36.081891,1.098247,1.095938,9.6,32.7,0.091521,11.4,51092,10741,20640,2041.26
"OK","Tillman",34.556785,0.65548,1.095938,14.3,33.4,0,23.1,38247,3992,7992,871.13
"OK","Tulsa",24.182705,0.767156,1.053402,10.6,29.6,0.127065,15.9,51366,294440,603403,570.25
"OK","Wagoner",28.409309,0.264194,1.053402,11.4,33.5,0.026419,10.2,57948,35986,73085,561.56
"OK","Washington",32.385519,0.693147,1.053402,14,33.2,0.077016,13.5,52056,24664,50976,415.45
"OK","Washita",38.831165,0.606218,1.053402,12.6,40.6,0,15.8,49606,5675,11629,1003.17
"OK","Woods",32.346095,0.753661,1.053402,12.4,33.4,0,13.8,52920,4746,8878,1286.45
"OK","Woodward",26.437627,0.882531,1.053402,11.5,38.6,0,11.8,60290,10519,20081,1242.4
"OR","Baker",44.95757,1.369948,0.996443,12,26.9,0.124541,15.3,40855,8140,16134,3068.36
"OR","Benton",26.053469,0.892071,0.855103,7.8,21.6,0.127439,18.3,54773,42868,85579,675.94
"OR","Clackamas",13.953991,0.77727,0.855103,9.8,25.3,0.1114,9.4,69523,184925,375992,1870.32
"OR","Clatsop",17.277633,2.855313,0.855103,11,30.7,0.106741,13.9,47340,18407,37039,829.05
"OR","Columbia",14.679735,0.647001,0.855103,10.6,33.8,0.040438,13.4,52060,24722,49351,657.36
"OR","Coos",11.302852,1.040416,0.855103,12.8,30.4,0.064026,18.7,38934,31086,63043,1596.17
"OR","Crook",16.871067,0.619107,0.855103,12.5,25.7,0.095247,15.9,45046,10398,20978,2979.09
"OR","Curry",12.284329,1.567047,0.996443,11.9,29.9,0.179091,17.2,38126,11041,22364,1627.46
"OR","Deschutes",15.600087,1.144447,0.855103,7.8,24.1,0.1702,13.4,56911,77971,157733,3018.19
"OR","Douglas",25.312912,0.803949,0.855103,11.4,31,0.065438,19.5,41696,53151,107667,5036.08
"OR","Gilliam",54.629168,2.587992,0.855103,11.6,27.2,0,12.9,50694,965,1871,1204.81
"OR","Grant",39.808308,1.671309,0.996443,12.4,29.6,0,16.4,43105,3699,7445,4528.54
"OR","Harney",37.01435,1.683974,0.996443,11.2,31.7,0.140331,16.3,40468,3778,7422,10133.17
"OR","Hood River",6.433188,1.704173,0.855103,8.5,26.5,0.174787,11.5,53726,11173,22346,521.95
"OR","Jackson",19.082731,0.946326,0.996443,8.9,25.6,0.11413,19.3,44855,99002,203206,2783.55
"OR","Jefferson",18.858842,0.630858,0.855103,11.2,32.5,0.180245,21.9,42325,11256,21720,1780.79
"OR","Josephine",19.921538,0.825369,0.996443,9.3,27.1,0.083733,21.9,40569,40240,82713,1639.67
"OR","Klamath",36.552153,1.008326,0.996443,10.8,29.9,0.106944,19.9,42384,33051,66380,5941.05
"OR","Lake",43.624556,1.913754,0.996443,11.5,28,0.127584,18.6,39878,4163,7895,8138.98
"OR","Lane",17.989446,0.901386,0.855103,7.8,27.4,0.106045,19,47254,173044,351715,4553.12
"OR","Lincoln",17.024615,2.24109,0.855103,13.3,28.5,0.064647,17,41118,22402,46034,979.77
"OR","Linn",22.011407,0.678642,0.855103,11.2,33.6,0.083783,15.8,47757,57578,116672,2290.13
"OR","Malheur",11.270463,1.021114,0.996443,8.9,28.5,0.098817,24.9,37604,16926,31313,9887.53
"OR","Marion",14.465797,0.696084,0.855103,10.3,34.1,0.113459,16.8,51623,157117,315335,1182.33
"OR","Morrow",35.562691,0.804505,0.855103,11.4,30.9,0,15,53774,5749,11173,2031.61
"OR","Multnomah",9.14399,1.548837,0.855103,7.7,21.3,0.109436,15.7,58764,363645,735334,431.3
"OR","Polk",29.874494,0.590379,0.855103,9.3,34.5,0.115509,13.7,55342,36689,75403,740.79
"OR","Sherman",81.573257,1.754386,0.855103,11.1,27.1,0,16.3,51448,896,1765,823.69
"OR","Tillamook",8.758429,1.933549,0.855103,11.4,28.8,0.03946,15.5,44972,12740,25250,1102.58
"OR","Umatilla",30.889962,0.821328,0.996443,9.9,31.8,0.039111,19.2,49016,39528,75889,3215.51
"OR","Union",19.423914,0.817407,0.996443,9.2,27.3,0,16.5,46378,12678,25748,2036.61
"OR","Wallowa",27.052824,3.079179,0.996443,11.4,24.3,0,16.1,44045,3439,7008,3146.19
"OR","Wasco",41.128488,1.254164,0.855103,11,25.5,0.039193,16,45110,12506,25213,2381.52
"OR","Washington",11.283287,0.774425,0.855103,8.4,24,0.129663,10.5,70417,260524,529710,724.23
"OR","Wheeler",100,1.454545,0.855103,12.6,27.2,0,21.4,34157,718,1441,1714.75
"OR","Yamhill",17.140049,0.835315,0.855103,9.6,27.8,0.078618,13.3,52806,49787,99193,715.86
"PA","Adams",10.992405,0.678373,1.16363,11.6,31.4,0.029494,8.5,60558,49865,101407,518.67
"PA","Allegheny",25.542951,0.860098,0.869175,9.7,26.7,0.149441,12.2,54412,585650,1223348,730.08
"PA","Armstrong",7.968617,0.516338,0.869175,11.7,35.9,0.103268,12.6,44893,34013,68941,653.2
"PA","Beaver",36.669793,0.525409,0.869175,11.4,29.7,0.059035,13.1,50131,82279,170539,434.71
"PA","Bedford",6.852824,0.735504,1.021851,13.2,33.7,0.061292,13.9,45988,24705,49762,1012.3
"PA","Berks",16.077124,0.681668,1.147299,11,32.2,0.108777,12.6,56167,201864,411442,856.51
"PA","Blair",23.638353,0.754238,1.021851,11.7,33.1,0.055575,15.3,44880,61708,127089,525.8
"PA","Bradford",9.993039,0.760715,1.021851,10.9,32.5,0.048556,13,49367,30828,62622,1147.4
"PA","Bucks",30.221857,0.773914,1.147299,9.6,25.7,0.132443,6.3,80512,306663,625249,604.31
"PA","Butler",19.26481,0.688383,0.869175,10.9,28.5,0.10756,9.5,67892,90491,183862,788.6
"PA","Cambria",25.719121,0.631661,0.869175,13.1,28.9,0.087126,14.9,43786,71003,143679,688.35
"PA","Cameron",9.175307,1.040583,1.021851,10.4,27.9,0,13.3,42452,2499,5085,396.23
"PA","Carbon",11.054248,0.837976,1.147299,10.7,35,0.108626,11.5,52121,32173,65249,381.46
"PA","Centre",16.12159,0.686649,1.021851,7.8,26.6,0.125991,16.1,55084,79763,153990,1109.92
"PA","Chester",39.703321,0.668898,1.147299,7.9,23,0.14236,6,90555,245161,498886,750.51
"PA","Clarion",5.383321,0.927333,0.869175,11.7,33.8,0.051519,17.4,39988,19367,39988,600.83
"PA","Clearfield",13.83912,0.837531,1.021851,13.7,36.8,0.0739,16.6,44336,42126,81642,1144.72
"PA","Clinton",17.598576,0.679331,1.021851,10.9,32.4,0.100642,16,45897,19231,39238,887.98
"PA","Columbia",9.928253,0.864098,1.021851,11.9,37.9,0.104288,15,44763,32276,67295,483.11
"PA","Crawford",11.859721,0.814454,0.86434,11.7,34.5,0.068827,15.3,45989,43333,88765,1012.3
"PA","Cumberland",22.44022,0.701504,1.021851,9.4,27.6,0.110764,7.3,63926,115589,235406,545.46
"PA","Dauphin",32.013345,0.817821,1.021851,11.9,32.5,0.103149,13.6,54198,129619,268100,525.05
"PA","Delaware",15.854352,0.55599,1.147299,9,24,0.158093,10.4,67184,267849,558979,183.84
"PA","Elk",11.307787,0.833494,1.021851,10.5,28.5,0.096172,9.3,47826,15872,31946,827.36
"PA","Erie",26.773358,0.685957,0.86434,11.6,31.2,0.107742,17.1,47118,137957,280566,799.15
"PA","Fayette",19.765775,0.671211,0.869175,15.9,38.5,0.059663,20.1,40293,67007,136606,790.34
"PA","Forest",1.36619,0.931099,1.021851,11.3,32.1,0,24.3,37388,5164,7716,427.19
"PA","Franklin",17.581152,0.634435,1.16363,11.4,32.2,0.104649,9.4,56975,73184,149618,772.22
"PA","Fulton",11.119503,0.273373,1.16363,11.9,31.6,0,11.6,49378,7471,14845,437.55
"PA","Greene",16.341455,0.528499,0.869175,12.5,33.4,0,15.1,50714,19929,38686,575.95
"PA","Huntingdon",2.027802,0.52459,1.021851,11.5,29.4,0.10929,14.3,44875,24278,45913,874.64
"PA","Indiana",19.710825,0.604292,0.869175,9.7,37.2,0.045607,18.2,45448,44200,88880,827.03
"PA","Jefferson",4.443524,0.73928,0.869175,11.5,31.5,0.067207,14.6,45499,22301,45200,652.43
"PA","Juniata",18.221417,0.44362,1.021851,12.3,34.7,0.161316,12.8,50008,12286,24636,391.35
"PA","Lackawanna",12.623088,1.095342,1.021851,11.5,31.3,0.094021,15.3,48000,103119,214437,459.08
"PA","Lancaster",23.347857,0.611265,1.147299,9.7,29.3,0.108753,10.6,59231,253836,519445,943.81
"PA","Lawrence",26.561085,0.585777,0.869175,12.5,34.3,0.101384,17.5,43944,43909,91108,358.18
"PA","Lebanon",14.757272,0.484016,1.147299,10.1,29.5,0.10267,11.6,52829,65161,133568,361.83
"PA","Lehigh",24.958043,0.721027,1.147299,10.8,30.1,0.097814,12.1,56352,169312,349497,345.17
"PA","Luzerne",15.600047,0.947216,1.021851,11.7,28.9,0.090958,15.1,49589,156829,320918,890.33
"PA","Lycoming",18.596515,0.909809,1.021851,10.7,31.5,0.034332,14.8,49941,56839,116111,1228.59
"PA","McKean",3.857971,0.775485,0.869175,10.4,31.9,0.046999,16.9,46039,22159,43450,979.2
"PA","Mercer",14.500069,0.748581,0.869175,12.2,31.7,0.069635,14.2,46319,57106,116638,672.58
"PA","Mifflin",5.136139,0.708885,1.021851,12.5,32,0.064444,15.4,42296,22842,46682,411.03
"PA","Monroe",29.405825,0.877858,1.147299,11.2,28.8,0.084178,12.7,57152,83856,169842,608.29
"PA","Montgomery",28.424592,0.785939,1.147299,7.4,24.6,0.195873,6.6,83258,387964,799874,483.04
"PA","Montour",11.400931,0.751033,1.021851,12.4,32.5,0.160936,9,57056,8784,18267,130.24
"PA","Northampton",22.848165,0.844825,1.147299,11.2,28.6,0.079826,8.8,62129,145386,297735,369.67
"PA","Northumberland",10.859077,0.73448,1.021851,12.1,35.3,0.042579,13.1,44221,47195,94528,458.37
"PA","Perry",12.662816,0.525924,1.021851,10.3,33,0.109567,9.6,54818,23057,45969,551.45
"PA","Philadelphia",1.208007,0.703071,1.147299,11.5,29.8,0.068577,25.4,41210,719813,1526006,134.1
